     6.49289    -0.406042    -0.060359     -0.55423            0 -1.31527e-12     -1.10921      2.02371     -2.29605     0.189568    -0.181835     0.388896    -0.051284     0.202024     0.301405     0.189132    -0.310307     0.040489     0.332911  1.89195e-15 -3.28409e-15   3.8367e-15 -3.34695e-15  1.93667e-15 -1.57134e-12  2.55756e-12  -3.1942e-12  3.25536e-12 -2.40529e-12     0.829872    -0.709083     0.429884     0.937704    -0.917876       2.4787     -3.09757      1.24062     0.972381    -0.827004     0.532061    -0.414356      1.00687    -0.563351     0.768434     0.272736    -0.945495     0.539828     -1.01672      1.46152   -0.0860584    -0.156656    -0.878097     0.492709     0.676305    -0.493465    -0.294146    -0.541406     0.358055    -0.359143    0.0597269     0.241913   0.00639585     0.121449    -0.345971  3.41059e-15 -1.44663e-15 -2.38115e-15 -2.10838e-15  7.86106e-15 -1.46749e-14  4.14416e-15 -1.06631e-14  1.76819e-14 -2.08265e-14 -3.35072e-15  8.14005e-15 -1.33762e-14  1.61928e-14 -1.32204e-14  9.15666e-13  2.65471e-12 -4.40656e-13  -4.3486e-12 -2.41608e-12  1.07808e-11  1.52282e-05 -2.87146e-05  3.73013e-05 -7.28048e-05  2.87146e-05 -6.09129e-05  8.91673e-05 -7.39336e-05  0.000152717
    -6.94119      -1.5374      1.19967    -0.681143            0 -4.92035e-12      1.67846     -3.78807     0.583612     0.476161    -0.705707      1.06758    -0.676492     0.804034    0.0236027     0.789847    -0.698059     0.271457     0.288905  7.05972e-15 -1.22563e-14  1.43279e-14 -1.22134e-14  7.07982e-15  -2.2094e-12  2.99358e-12  -3.8559e-12  4.73386e-12 -4.28955e-12     0.797039    -0.206307    -0.955832     -2.31756     0.634887   -0.0882765      1.24062     -6.70026     0.172425      2.79302     -2.06278     -0.13769    -0.970878      1.68037     -2.56757   -0.0379203    -0.110261    -0.027494     0.768434     0.159629    -0.107287     0.126858      -1.6945    -0.381858      1.94022     -1.59962     0.569304     -1.80802      1.34179     -1.17261    -0.479086       1.0365    -0.596715     0.579546    -0.544432  1.71813e-14 -1.53249e-14  1.24148e-14  5.16633e-15  7.98462e-16 -1.42294e-14  3.80183e-15 -1.27713e-14  2.52353e-14  -3.3554e-14  -5.6597e-15  1.38044e-14 -2.30175e-14  2.86794e-14 -2.43003e-14  5.62078e-12  8.54431e-12   -1.174e-11   2.3831e-05 -3.98768e-05  9.20916e-05  6.51186e-05 -0.000122789   0.00011963 -0.000311326  4.60458e-05 -9.76779e-05  0.000166817 -5.26922e-05  0.000244891
    -4.25059     0.546435    -0.931233    -0.539449   2.0711e-17 -3.01296e-12      1.99668     -0.47522      1.71746    -0.133792     0.424435    -0.157689     0.345394    -0.213979     0.789904    -0.326717     0.172151    -0.215121     0.409665  4.29267e-15 -7.51066e-15  8.79101e-15  -7.5104e-15  4.29438e-15 -1.43067e-12  1.96329e-12 -2.51146e-12  3.02906e-12 -2.70447e-12     -2.59911    0.0838866   -0.0524652    -0.381219      0.73109     -2.11193     0.972381     0.172425       -2.295     0.404285    -0.231047     0.485245    -0.346562     0.541451    -0.027494     0.223877     0.328218     -1.19427     0.539828     -1.40163     -1.38084      0.10843     0.320983     0.373823     -0.74108      1.43883    -0.149639     0.389897       -1.029      0.53192   -0.0609661    -0.206134     0.756132    -0.303485    -0.205888  7.85493e-15 -5.62106e-15  1.69418e-15 -4.56739e-16   6.7629e-15 -1.60583e-14  4.87114e-15 -1.27053e-14  2.17045e-14 -2.64795e-14 -4.68528e-15  1.09738e-14 -1.77076e-14  2.13208e-14 -1.75475e-14  8.07801e-12 -6.22183e-13 -2.37639e-13  1.45934e-05 -2.44195e-05  5.63944e-05  3.98768e-05 -7.51925e-05  7.32584e-05 -0.000190648  2.81972e-05 -5.98152e-05  0.000102154 -3.22673e-05  0.000149965
     6.01124      1.51415     0.136135     0.129046            0 -8.52296e-12     -3.46014      2.27969    -0.503026    -0.544812     0.755816    -0.934185     0.830111    -0.630253   -0.0928167     0.259069     0.214001   -0.0238656   -0.0730387  1.22685e-14 -2.12705e-14  2.47354e-14 -2.12441e-14  1.22685e-14 -4.61174e-13 -1.20018e-12  1.56474e-12  3.07124e-13 -2.26264e-12   -0.0364611    0.0319248      0.56104      1.26757    -0.983679    -0.037539    -0.827004      2.79302     0.404285     -3.16235      3.28514      0.38004     0.899705       -1.961      1.68037    -0.591827     0.474312     0.541451    -0.563351    -0.111637     0.825978     -1.13333      1.54619     0.396967     -1.11431      1.49163    -0.368619     0.898462     -1.30242      1.15481      0.17817     -0.53468     0.787319    -0.828378     0.852304  2.41582e-14 -2.49759e-14  2.90419e-14  1.35324e-14  -1.7151e-14  9.31161e-15  -1.0157e-15  5.19544e-16  4.01895e-15 -1.08865e-14 -4.14548e-15  7.60889e-15 -1.08988e-14   1.3123e-14 -1.17646e-14  1.74644e-11  2.28164e-05 -6.74042e-05  8.25529e-05 -0.000103603  0.000319015  8.45915e-05 -0.000186092  6.90687e-05 -0.000404425  2.65846e-05 -4.22958e-05  0.000165106  4.56328e-05  0.000141388
    -6.58499     -2.49374    -0.605011      0.93203            0 -1.16699e-11      5.69546     -1.96917     0.126606     0.860096     -1.53124      1.24112     -1.53124     0.860096    -0.386919    -0.287458      1.13445    -0.287458    -0.386919  1.67951e-14 -2.90274e-14  3.39684e-14 -2.90893e-14   1.6796e-14  1.82796e-13 -4.03815e-12  6.09911e-12 -4.03812e-12  1.82794e-13      1.44725     0.403666    -0.647109    -0.647109      1.52692     0.794774     0.532061     -2.06278    -0.231047      3.28514     -7.13287    -0.763387    -0.850517      3.28514     -2.06278      1.28234    -0.763387    -0.231047     0.532061     0.794774     -1.20182      1.65264         -1.8      -1.8476      2.07423     -2.56378     0.588309     -1.05889      2.07423         -1.8   -0.0770955     0.588309      -1.8476      1.65264     -1.20182  1.75633e-14 -2.09502e-14  3.25982e-14  1.41414e-14 -3.03357e-14  3.76987e-14 -4.20568e-15  1.73532e-14 -3.03532e-14  3.25878e-14   -1.514e-15  -4.2054e-15  1.41654e-14 -2.09502e-14  1.75632e-14  3.87208e-05  7.49824e-05  -0.00029535  0.000158256  -7.5661e-05  0.000524195  4.63327e-05 -0.000232975  -7.5661e-05  -0.00029535   1.4561e-05  4.63327e-05  0.000158256  7.49824e-05  3.87208e-05
     2.45408     -1.09992    -0.265021     -0.22984 -2.03655e-17 -3.47936e-12     0.157877     0.593641     -1.32763     0.476985    -0.399544     0.697648    -0.654585     0.362959     0.617313    -0.217904  -0.00210303     0.162005  -0.00127178  4.95443e-15 -8.67729e-15  1.01262e-14 -8.67362e-15  5.04774e-15 -3.67721e-13 -1.89557e-13  2.91957e-13  4.25739e-13 -1.10323e-12      0.71335     -0.69481     0.442324     0.439126     0.156331      2.19637    -0.414356     -0.13769     0.485245      0.38004    -0.763387     -1.99659     0.284791     0.474312    -0.110261     0.827296    -0.482903     0.328218    -0.945495      1.47261     -1.11658     0.656153    -0.554602    -0.607703     0.630583    -0.832562     0.564602    -0.693629      1.15813     -1.90083    -0.395024     0.310914     -0.50468      1.17852     -0.89281  3.71597e-15 -1.49968e-15 -1.80126e-15 -2.82461e-15  7.46218e-15 -1.30997e-14   5.4972e-15 -1.10611e-14  1.61096e-14 -1.80634e-14 -4.51322e-15  9.01951e-15 -1.28152e-14  1.40553e-14 -1.09548e-14  8.41129e-12  9.31476e-06 -2.75176e-05  3.37021e-05 -4.22958e-05  0.000130237  3.45343e-05 -7.59717e-05  2.81972e-05 -0.000165106  1.08531e-05 -1.72672e-05  6.74041e-05  1.86295e-05  5.77215e-05
    -4.38999    -0.125803     0.107915     0.305483            0 -7.78011e-12      1.17304     -1.82416     0.884987      0.05917    -0.133503  -0.00505002    -0.133503      0.05917    -0.258144     0.328104   -0.0293564     0.328104    -0.258144  1.11957e-14 -1.93916e-14  2.26852e-14 -1.93928e-14  1.11961e-14 -7.88709e-14 -2.35615e-12  3.67829e-12 -2.35613e-12 -7.88601e-14    -0.344324     0.453109    -0.683734    -0.683734      0.39872    -0.815559      1.00687    -0.970878    -0.346562     0.899705    -0.850517     0.284791     -1.42266     0.899705    -0.970878    -0.115345     0.284791    -0.346562      1.00687    -0.815559     0.153486    0.0742548    -0.178969   -0.0825831    0.0830027    -0.230008    -0.331838     0.405679    0.0830027    -0.178969       0.1774    -0.331838   -0.0825831    0.0742548     0.153486  4.83451e-15 -4.23926e-15  6.46277e-15  9.90705e-17 -4.02369e-15  6.23588e-15   3.7931e-15 -1.04458e-15  -4.0429e-15  6.46595e-15 -4.16718e-15  3.79691e-15   9.8887e-17  -4.2398e-15  4.83449e-15  2.58138e-05  4.99883e-05   -0.0001969  0.000105504 -5.04406e-05  0.000349463  3.08885e-05 -0.000155317 -5.04406e-05   -0.0001969  9.70732e-06  3.08885e-05  0.000105504  4.99883e-05  2.58138e-05
     6.01124      1.51415     0.136135     0.129046            0 -8.52294e-12     -3.46014      2.27969    -0.503026    -0.630253     0.830111    -0.934185     0.755816    -0.544812   -0.0730387   -0.0238656     0.214001     0.259069   -0.0928167  1.22692e-14 -2.12876e-14  2.46702e-14 -2.13001e-14  1.22683e-14 -2.26264e-12  3.06929e-13  1.56481e-12  -1.2002e-12 -4.61174e-13   -0.0364611    0.0319248      1.26757      0.56104    -0.983679    -0.111637    -0.563351      1.68037     0.541451       -1.961      3.28514     0.474312     0.899705     -3.16235      2.79302    -0.591827      0.38004     0.404285    -0.827004    -0.037539     0.852304    -0.828378      1.15481     0.787319     -1.30242      1.49163     -0.53468     0.898462     -1.11431      1.54619      0.17817    -0.368619     0.396967     -1.13333     0.825978 -1.17646e-14  1.31191e-14 -1.08566e-14 -1.09152e-14  4.02106e-15  9.30149e-15  7.58087e-15  5.27993e-16 -1.71224e-14  2.89817e-14 -4.14551e-15 -1.01949e-15  1.35689e-14 -2.49759e-14  2.41582e-14  0.000141388  4.56328e-05 -0.000404425  0.000165106  6.90687e-05  0.000319015 -4.22958e-05 -0.000186092 -0.000103603 -6.74042e-05  2.65846e-05  8.45915e-05  8.25529e-05  2.28164e-05  1.74644e-11
    -6.94119      -1.5374      1.19967    -0.681143            0 -4.92033e-12      1.67846     -3.78807     0.583612     0.804034    -0.676492      1.06758    -0.705707     0.476161     0.288905     0.271457    -0.698059     0.789847    0.0236027  7.05435e-15 -1.19426e-14  1.43489e-14 -1.22541e-14  7.06143e-15 -4.28955e-12  4.73373e-12 -3.85589e-12  2.99365e-12  -2.2094e-12     0.797039    -0.206307     -2.31756    -0.955832     0.634887     0.159629     0.768434     -2.56757    -0.027494      1.68037     -2.06278    -0.110261    -0.970878      2.79302     -6.70026   -0.0379203     -0.13769     0.172425      1.24062   -0.0882765    -0.544432     0.579546     -1.17261    -0.596715      1.34179     -1.59962       1.0365     -1.80802      1.94022      -1.6945    -0.479086     0.569304    -0.381858     0.126858    -0.107287 -2.43003e-14  2.86827e-14 -3.35545e-14 -2.30189e-14  2.52584e-14 -1.42314e-14  1.37713e-14 -1.27726e-14  8.25374e-16  1.24148e-14 -5.65896e-15  3.77177e-15  5.16637e-15 -1.53249e-14  1.71813e-14  0.000244891 -5.26922e-05 -0.000311326  0.000166817   0.00011963  9.20916e-05 -9.76779e-05 -0.000122789 -3.98768e-05   -1.174e-11  4.60458e-05  6.51186e-05   2.3831e-05  8.54431e-12  5.62078e-12
     -1.0975      1.12107       1.0773    -0.160532 -2.62416e-17 -1.94503e-12     -1.04845    -0.422085     0.926057     -0.41098     0.622665    -0.591097     0.622665     -0.41098    0.0492805     0.291639    -0.392262     0.291639    0.0492805  2.79362e-15 -4.85148e-15  5.65905e-15 -4.85089e-15   2.7972e-15  -1.7024e-13 -3.37184e-13   6.2872e-13 -3.37152e-13  -1.7024e-13   -0.0504149     0.307806    -0.844821    -0.844821     -0.81698     -1.65428     0.272736   -0.0379203     0.223877    -0.591827      1.28234     0.827296    -0.115345    -0.591827   -0.0379203     -2.35774     0.827296     0.223877     0.272736     -1.65428       2.1064     -1.36917     0.874336     0.716046    -0.575067     0.553621    -0.188455     0.341133    -0.575067     0.874336     -0.12891    -0.188455     0.716046     -1.36917       2.1064 -3.95593e-15  6.22602e-15 -9.75226e-15 -6.97745e-15   1.1127e-14 -1.26013e-14  5.93675e-15 -9.71082e-15  1.11254e-14 -9.78742e-15  -3.4133e-15  5.90311e-15 -6.94987e-15  6.23112e-15  -3.9526e-15  6.45346e-06  1.24971e-05  -4.9225e-05   2.6376e-05 -1.26102e-05  8.73658e-05  7.72211e-06 -3.88292e-05 -1.26102e-05  -4.9225e-05  2.42683e-06  7.72211e-06   2.6376e-05  1.24971e-05  6.45346e-06
     2.45408     -1.09992    -0.265021     -0.22984 -2.10635e-17 -3.47936e-12     0.157877     0.593641     -1.32763     0.362959    -0.654585     0.697648    -0.399544     0.476985  -0.00127178     0.162005  -0.00210303    -0.217904     0.617313  5.01189e-15 -8.69043e-15  1.01264e-14 -8.67777e-15  4.97447e-15 -1.10312e-12  4.25734e-13  2.91957e-13 -1.89599e-13 -3.67789e-13      0.71335     -0.69481     0.439126     0.442324     0.156331      1.47261    -0.945495    -0.110261     0.328218     0.474312    -0.763387    -0.482903     0.284791      0.38004     -0.13769     0.827296     -1.99659     0.485245    -0.414356      2.19637     -0.89281      1.17852     -1.90083     -0.50468      1.15813    -0.832562     0.310914    -0.693629     0.630583    -0.554602    -0.395024     0.564602    -0.607703     0.656153     -1.11658 -1.09485e-14  1.40516e-14 -1.80901e-14 -1.28328e-14  1.61131e-14 -1.30991e-14  9.02104e-15 -1.10551e-14  7.48398e-15 -1.80043e-15 -4.50775e-15  5.49536e-15 -2.82575e-15 -1.49969e-15  3.71597e-15  5.77215e-05  1.86295e-05 -0.000165106  6.74041e-05  2.81972e-05  0.000130237 -1.72672e-05 -7.59717e-05 -4.22958e-05 -2.75176e-05  1.08531e-05  3.45343e-05  3.37021e-05  9.31476e-06  8.41129e-12
    -4.25059     0.546435    -0.931233    -0.539449            0 -3.01298e-12      1.99668     -0.47522      1.71746    -0.213979     0.345394    -0.157689     0.424435    -0.133792     0.409665    -0.215121     0.172151    -0.326717     0.789904  4.33487e-15 -7.51101e-15  8.80867e-15 -7.51163e-15  4.33495e-15 -2.70454e-12  3.02906e-12  -2.5115e-12  1.96329e-12 -1.43064e-12     -2.59911    0.0838866    -0.381219   -0.0524652      0.73109     -1.40163     0.539828    -0.027494     -1.19427     0.541451    -0.231047     0.328218    -0.346562     0.404285     0.172425     0.223877     0.485245       -2.295     0.972381     -2.11193    -0.205888    -0.303485      0.53192     0.756132       -1.029      1.43883    -0.206134     0.389897     -0.74108     0.320983   -0.0609661    -0.149639     0.373823      0.10843     -1.38084 -1.75443e-14  2.13192e-14 -2.64809e-14 -1.77545e-14  2.17055e-14 -1.62183e-14  1.09713e-14 -1.27056e-14  6.76265e-15  1.69303e-15 -4.67995e-15  4.87029e-15 -4.60816e-16 -5.62106e-15  7.85493e-15  0.000149965 -3.22673e-05 -0.000190648  0.000102154  7.32584e-05  5.63944e-05 -5.98152e-05 -7.51925e-05 -2.44195e-05 -2.37638e-13  2.81972e-05  3.98768e-05  1.45934e-05 -6.22183e-13  8.07801e-12
     6.49289    -0.406042    -0.060359     -0.55423            0 -1.31523e-12     -1.10921      2.02371     -2.29605     0.202024    -0.051284     0.388896    -0.181835     0.189568     0.332911     0.040489    -0.310307     0.189132     0.301405  1.89784e-15 -3.32681e-15  3.83211e-15 -3.28222e-15  1.89195e-15 -2.40536e-12  3.25537e-12  -3.1942e-12  2.55757e-12 -1.57136e-12     0.829872    -0.709083     0.937704     0.429884    -0.917876      1.46152     -1.01672     0.768434     0.539828    -0.563351     0.532061    -0.945495      1.00687    -0.827004      1.24062     0.272736    -0.414356     0.972381     -3.09757       2.4787    -0.345971     0.121449    -0.359143   0.00639585     0.358055    -0.493465     0.241913    -0.541406     0.676305    -0.878097    0.0597269    -0.294146     0.492709    -0.156656   -0.0860584 -1.32203e-14   1.6189e-14 -2.08273e-14 -1.34081e-14  1.76798e-14 -1.46718e-14  8.13619e-15 -1.06674e-14  7.86149e-15 -2.38115e-15 -3.31876e-15  4.14346e-15  -2.0813e-15 -1.44663e-15  3.41059e-15  0.000152717 -7.39336e-05 -7.28048e-05  8.91673e-05  3.73013e-05  1.07808e-11 -6.09129e-05 -2.87146e-05 -2.41611e-12 -4.40656e-13  2.87146e-05  1.52282e-05  -4.3486e-12  2.65471e-12  9.15666e-13
    -9.18233      2.29692    -0.056907    -0.184423   3.3752e-16 -2.32096e-13     0.798362     -1.31189      5.18232    -0.936729      1.37331     -1.33323      1.21906    -0.819932     0.103935    0.0348276    -0.137331    0.0900581    0.0709642  1.98463e-16 -5.82528e-16  7.05724e-16 -5.80116e-16  3.16395e-16 -7.22973e-13  1.05374e-12 -1.09319e-12  8.89283e-13 -5.26636e-13     -1.94274     0.800452    -0.792127     -2.22846     0.605699     -3.59078      1.46152     0.159629     -1.40163    -0.111637     0.794774      1.47261    -0.815559    -0.037539   -0.0882765     -1.65428      2.19637     -2.11193       2.4787     -8.79112      1.03489     -1.21785      1.52622      1.05909     -1.49305       1.6503    -0.701366      1.19066     -1.52389      1.57869     0.483433     -1.03126      1.52913     -1.70202      1.65072  -3.6904e-15  4.58678e-15  -5.8982e-15 -3.87184e-15  5.42402e-15  -4.9854e-15   2.3991e-15 -3.47076e-15  3.12032e-15  -1.7728e-15 -9.73991e-16  1.46791e-15 -1.20317e-15  4.31275e-16  2.36435e-16  5.39935e-05 -3.48526e-05  7.67321e-12  3.15254e-05  -6.5177e-12  6.47143e-12  -2.1536e-05  2.56902e-12 -3.12136e-12  1.76522e-12  1.01521e-05  4.60911e-13 -2.36872e-13  5.24942e-14  1.67944e-13
-1.16394e-15     -1.62403      -1.1572    -0.898414 -4.38506e-15 -4.20026e-12      1.25049    0.0645004    -0.560742       1.4331    -0.586746      1.08718    -0.737525     0.498375      1.66619    -0.600455     0.155604    -0.317437      0.68908            0 -2.07388e-15  2.32288e-15  1.64293e-16 -2.52383e-15 -1.03098e-12 -5.22212e-13  4.04006e-12 -5.29801e-12   4.5555e-12    -0.367006    -0.488449      1.36984    -0.130643     0.941905      1.65072   -0.0860584    -0.107287     -1.38084     0.825978     -1.20182     -1.11658     0.153486     0.852304    -0.544432       2.1064     -0.89281    -0.205888    -0.345971      1.03489      -6.1967      2.25917     -1.23329    -0.987079     0.693861    -0.222675     0.931273    -0.761914     0.375797    -0.791891    -0.833304      0.43979   -0.0406247     0.708567     -1.50886  3.42352e-15  4.70472e-15  2.78412e-15 -1.51356e-14 -3.88791e-15  2.03287e-14  1.60853e-14  2.99785e-15 -2.43837e-14  3.12971e-14 -5.86371e-15 -8.68924e-15  2.55556e-14 -3.07993e-14  2.72078e-14  1.00994e-11  1.40589e-12 -1.02312e-12 -7.55204e-12  2.22071e-12 -3.92677e-13  6.64228e-12 -3.40754e-12  2.45872e-12 -4.77575e-12 -3.61717e-13  7.95378e-13 -3.78923e-12  7.28953e-12 -7.63813e-12
-1.02076e-15      1.77904     0.528187    -0.492082 -1.59934e-14 -8.05202e-12     -0.99205     0.181202     0.677227     -1.01219      1.25931    -0.860625     0.938587    -0.558613     0.413834     0.636209    -0.537234     0.278763     0.131248 -1.79674e-15 -5.17477e-15  6.89564e-15  9.26068e-16 -8.85523e-15 -2.28116e-12  1.94887e-12   3.3298e-12 -3.81165e-12  4.27075e-12    -0.601586      0.39314    -0.922644     0.310126    -0.671924     -1.70202    -0.156656     0.126858      0.10843     -1.13333      1.65264     0.656153    0.0742548    -0.828378     0.579546     -1.36917      1.17852    -0.303485     0.121449     -1.21785      2.25917     -2.99237      2.00138      1.57798     -1.06035     0.888836    -0.721442     0.607969    -0.718193     0.638881    0.0634668    -0.527115     0.796526    -0.762638     0.708567  1.91343e-14  6.04196e-15  3.85788e-15 -3.70415e-14  2.76124e-15  2.08748e-14  4.19662e-14 -9.23268e-15 -2.06378e-14  2.04992e-14 -1.48083e-14 -1.25701e-14  3.67985e-14 -3.23412e-14  2.87685e-14  1.58174e-11  2.34654e-12  6.20905e-13 -6.89885e-12 -2.96606e-12  6.04428e-12  5.06502e-12  1.93919e-12 -4.27984e-12  3.25392e-12  4.37959e-12 -4.17183e-12  2.19099e-13  2.25507e-12 -1.49984e-13
 1.58813e-15     -2.37205     0.146654    -0.286724 -4.80578e-14 -6.12148e-12         1.06     -0.41676    -0.946759     0.898514     -1.83774      1.48284    -0.888987     0.964616    -0.153604     0.691859    -0.382162    0.0810285     0.252126 -7.30123e-15 -1.52747e-14  2.39444e-14 -3.06889e-15 -2.13961e-14 -7.30578e-12   1.1622e-11 -1.94066e-12  2.72944e-12  2.65635e-12      1.11811    -0.929192     0.288207    -0.807587     0.332894      1.57869    -0.878097      -1.6945     0.320983      1.54619         -1.8    -0.554602    -0.178969      1.15481     -1.17261     0.874336     -1.90083      0.53192    -0.359143      1.52622     -1.23329      2.00138     -4.77141    -0.710161      2.67893     -1.86455     0.473677     -1.73494       1.4042     -1.09351    -0.160113     0.424701    -0.571478     0.638881    -0.791891  6.36828e-14 -3.42689e-15  7.90974e-15 -6.35303e-14  1.18389e-14  2.18801e-14  7.93499e-14 -3.05778e-14 -9.73777e-15 -6.33161e-15 -2.69167e-14 -1.93846e-14  5.49954e-14 -3.47493e-14  4.01267e-14  -9.9682e-12  1.78974e-11 -3.70759e-12 -4.06176e-12 -8.68486e-12   6.7686e-12  4.85771e-12  5.12027e-12 -5.76453e-12   6.1684e-12  4.53298e-12 -3.73934e-12  1.85446e-12 -7.77679e-13   8.6153e-12
 1.83167e-15     -1.45258    -0.119743     0.970712 -2.93986e-14 -7.21154e-12     0.510425    -0.347671    -0.602884     0.715897     -1.00173     0.671201     -0.96567      0.37105    -0.681555    -0.254878      1.03812     -0.25894     -0.51527 -9.22101e-15 -1.12609e-15  5.04918e-15  6.35092e-15 -1.78481e-14  4.91693e-12 -2.74489e-12  3.64221e-12  2.99264e-12 -2.34888e-12      1.38786    0.0621104     0.566703    -0.104332     0.483398      1.52913     0.492709    -0.381858     0.373823     0.396967      -1.8476    -0.607703   -0.0825831     0.787319    -0.596715     0.716046     -0.50468     0.756132   0.00639585      1.05909    -0.987079      1.57798    -0.710161     -2.46801      1.12942     -1.05254     0.624796    -0.326625      0.68925    -0.571478     -0.17518     0.374336     -1.11814     0.796526   -0.0406247  3.20216e-14 -4.61993e-15  1.19484e-14  -2.5142e-14 -2.73284e-15  7.75663e-15  3.12434e-14 -9.82468e-15  1.46677e-14 -5.44938e-14 -4.78077e-15 -1.67332e-14  1.20449e-14   3.1413e-14 -3.44565e-14  2.27781e-11 -2.85286e-12  -2.4566e-12  9.94468e-13  2.54592e-12 -7.69456e-12 -5.11983e-13 -2.18331e-12  4.74754e-12 -7.52734e-13  7.66338e-12 -1.01566e-12 -4.76498e-12  3.54075e-12  3.24959e-12
 2.86252e-15      2.29673    -0.503797     0.129723 -7.43791e-14  3.77585e-12    -0.785988      0.56376     0.956754    -0.815617      1.53515     -1.56254      1.05538    -0.862081     0.217083    -0.715373     0.483844    -0.232145    0.0292593 -2.00783e-14 -1.32022e-14  3.04266e-14   -3.747e-15 -3.09661e-14  1.30125e-12  4.61362e-12  4.01699e-12  4.60537e-12  7.94894e-13     -2.13512     0.453002    0.0120368     0.542536     -0.24275     -1.52389     0.676305      1.94022     -0.74108     -1.11431      2.07423     0.630583    0.0830027     -1.30242      1.34179    -0.575067      1.15813       -1.029     0.358055     -1.49305     0.693861     -1.06035      2.67893      1.12942     -3.11611      2.79531    -0.363011      1.49444     -1.76554       1.4042      0.16841    -0.566547      0.68925    -0.718193     0.375797  7.34398e-14 -1.56628e-14  5.28478e-15 -2.70787e-14 -2.28978e-15  2.52076e-14  4.25216e-14 -1.76871e-14  8.18855e-15 -5.69708e-14 -7.72218e-15 -2.28764e-14  3.33156e-14  9.12207e-15  8.94449e-15  -5.4184e-12  4.56602e-12  2.70367e-12  1.07901e-11 -5.62224e-12 -1.17871e-11  2.16949e-12 -2.37738e-12  6.83751e-12 -4.16486e-12 -4.45734e-13  5.53457e-12  -2.0977e-12  5.21438e-12  1.64758e-12
-1.27905e-15     -2.60425     0.833229     0.257886  -9.8402e-14  1.47048e-11     0.883265    -0.644552     -1.08618     0.903827     -1.48241      1.80783     -1.48241     0.903827    -0.464965     0.564184     -1.18104     0.564184    -0.464965   -2.997e-14 -1.78637e-14  4.79841e-14 -1.78645e-14  -2.9961e-14  7.72801e-12 -4.24287e-12  1.71501e-11 -4.24288e-12  7.72809e-12      3.48456   0.00198326    -0.261816    -0.261816     0.259111       1.6503    -0.493465     -1.59962      1.43883      1.49163     -2.56378    -0.832562    -0.230008      1.49163     -1.59962     0.553621    -0.832562      1.43883    -0.493465       1.6503    -0.222675     0.888836     -1.86455     -1.05254      2.79531     -5.58416     0.394664     -1.21731      2.79531     -1.86455     0.131684     0.394664     -1.05254     0.888836    -0.222675  7.21139e-14 -1.80063e-14 -2.60544e-14  1.02039e-14  3.03896e-15  3.08983e-14  1.10665e-14 -2.37407e-14  3.03477e-15 -2.60554e-14 -9.18578e-15  1.10653e-14  1.02138e-14 -1.80064e-14  7.21139e-14 -2.68545e-13 -4.67294e-12  3.26575e-12  2.00349e-11 -1.53826e-12 -2.10635e-11 -3.47134e-12   3.3809e-12 -1.53826e-12  3.26574e-12   2.3197e-13 -3.47134e-12  2.00349e-11 -4.67294e-12 -2.68545e-13
 -1.4658e-17     0.937635    0.0648534     0.200945 -3.03634e-14 -5.61146e-12    -0.141833     0.349518     0.420434    -0.500516     0.422279    -0.634319     0.578168    -0.270758    -0.465413     0.269023    -0.157028     0.542504    -0.239993 -1.80054e-14  1.15956e-14 -7.41947e-15  1.54511e-14 -2.24602e-14  8.06437e-12 -4.40908e-12  2.03067e-12  7.13735e-12 -5.94701e-12    -0.403617     0.287374    -0.124398    0.0921776    -0.230687     -1.03126    -0.294146     0.569304    -0.149639    -0.368619     0.588309     0.564602    -0.331838     -0.53468       1.0365    -0.188455     0.310914    -0.206134     0.241913    -0.701366     0.931273    -0.721442     0.473677     0.624796    -0.363011     0.394664       -1.619     0.871796    -0.566547     0.424701     0.604516     -0.44335     0.374336    -0.527115      0.43979 -2.57989e-15  4.56795e-15  6.48283e-15   1.0967e-14 -2.62878e-14  2.26213e-14 -2.04011e-14   2.7122e-14  9.62846e-15 -7.85957e-14  2.50317e-14 -3.41847e-14 -9.07548e-16  7.17115e-14 -8.26794e-14  7.44938e-12  4.70882e-12 -5.31787e-12 -1.42386e-12   1.4629e-12   7.5486e-13 -1.04641e-12  5.19137e-13 -6.54484e-12  1.37825e-11  7.37856e-12 -2.75639e-13 -2.14273e-13 -3.41202e-12  6.09079e-12
